"R0000100","R0047010","R0263710","R0446810","R0702510","R0945610","R1256010","R1650810","R1923410","R2318210","R2526010","R2925010","R3127800","R3523500","R3728500","R4416800","R5079800","R5165200","R6478000","R7005700","R7702900","R8495200","T0986800"
2683,833,358,-4,-4,-4,388,568,291,335,335,500,105,288,425,232,425,425,600,600,750,600,801
2684,-4,400,-4,375,1000,525,578,700,857,120,436,1666,256,600,650,1000,841,1075,833,1181,13,-4
2685,247,622,700,864,1400,1399,1528,1682,1778,2067,2019,2308,2349,2346,2307,1278,1177,2000,2157,2403,2644,2906
2686,-4,-4,-4,698,524,525,460,500,1033,769,817,993,1121,-5,-5,-5,-5,1673,-5,-5,-5,-5
2687,-4,133,-4,160,-4,304,252,335,320,400,400,-5,685,-4,-4,-4,-4,787,1256,-5,-5,1279
2688,-4,-4,-4,273,350,335,307,282,293,246,320,329,630,425,552,813,959,-5,1220,1220,1395,1337
2689,290,375,475,528,625,568,721,525,600,643,655,779,779,985,1009,1069,1067,1057,1416,1532,1453,1442
2690,-4,310,340,340,350,425,465,833,625,400,400,630,660,625,581,625,976,900,1428,1275,1275,1275
2691,-4,-4,-4,-4,-4,-4,350,394,385,400,550,418,288,384,384,600,432,436,523,576,6,11
2692,-4,307,-4,350,350,335,-4,-4,370,335,335,380,425,370,329,377,411,453,615,625,-4,775
2693,-4,-4,335,400,1000,500,475,625,600,650,600,714,500,750,888,-4,1000,550,400,-4,706,1153
2694,-4,-4,1000,666,750,625,785,857,1171,1285,1275,857,857,1142,750,666,1200,928,1416,800,500,1500
2695,-4,310,288,330,340,-4,350,913,930,1105,975,1400,1000,-4,2000,922,3500,1500,2000,961,1048,2197
2696,-4,-4,300,335,335,335,350,450,487,510,683,785,832,900,971,1018,1442,1682,-5,-5,1900,2040
2697,-4,-4,-4,335,400,600,500,900,800,-5,1906,1916,1976,-4,750,1923,1442,-5,1500,1538,-5,-5
2698,-4,-4,-4,-4,-4,-4,-4,-4,-4,350,-4,380,425,425,425,177,250,515,515,525,453,750
2699,-4,240,250,355,-4,466,335,96,188,-4,888,320,750,700,283,400,433,1071,550,580,-4,800
2700,-4,-4,335,250,200,-4,220,220,233,404,345,-4,-4,465,500,500,575,-5,655,86,581,697
2701,290,110,-4,364,364,378,840,872,919,941,863,994,1419,1831,2000,1879,2341,2076,2442,2948,3165,3957
2702,300,-4,263,877,1178,1524,1643,1520,1682,1923,1752,1576,2051,1923,2083,1886,2384,-4,4347,1898,4658,3824
2703,-4,286,330,345,700,-5,1100,-5,-5,1682,-5,775,1033,2000,1860,2403,2093,2674,3891,4086,3143,3585
2704,-4,310,335,335,625,280,800,895,900,1207,930,988,1409,-5,-4,-5,-5,-5,-4,-4,-5,-5
2705,-4,-4,-4,-4,467,266,299,112,335,360,360,609,425,525,425,425,469,658,650,-4,650,750
2706,-4,-4,315,295,335,-4,-4,350,466,453,105,3250,568,550,475,435,737,825,948,1150,1325,1632
2707,-4,-4,-4,1500,140,400,500,610,610,450,350,282,420,418,410,475,500,625,600,-4,800,850
2708,-4,-4,-4,335,350,375,375,530,385,400,400,425,475,475,600,600,600,520,750,750,800,800
2709,-4,-4,-4,400,325,250,-4,-4,23,350,238,-4,435,466,337,450,500,500,384,192,750,783
2710,-4,-4,-4,302,335,335,-4,381,341,351,374,504,591,591,617,581,720,755,943,879,1197,1475
2711,300,349,382,440,509,422,528,576,721,769,673,659,705,659,604,1000,1000,934,2570,989,423,1712
2712,-4,300,-4,-4,527,673,721,817,913,1000,1057,1151,1193,96,1346,1346,1400,1875,-5,-5,750,-4
2713,-4,-4,-4,44,269,71,497,500,500,535,610,600,850,850,850,1033,581,1153,2067,2000,1503,1388
2714,480,-4,-4,106,171,444,750,581,775,961,813,1059,1196,1298,1217,1442,1602,1923,2307,3221,2884,6250
2715,-4,-4,-4,-4,350,375,300,300,625,875,697,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2716,350,347,600,450,375,397,500,500,600,662,817,673,625,455,435,711,512,533,879,769,1000,817
2717,500,531,787,515,500,625,625,841,700,817,1620,833,1442,1282,1048,-4,923,1150,1467,1323,1858,1300
2718,-4,800,1000,1175,1346,1346,1634,1490,1535,1586,2500,1845,1835,1895,2019,2065,2163,2600,2235,2400,2500,2523
2719,-4,-4,-4,416,400,-4,218,400,335,390,420,435,435,465,465,500,545,565,675,671,675,366
2720,-4,-4,-4,-4,-4,-4,-4,-4,756,351,252,340,425,425,-4,-4,-4,-4,-4,-4,-4,-4
2721,-4,400,600,596,625,400,335,500,450,450,550,408,1050,643,465,600,1230,1769,5000,0,925,850
2722,-4,310,-4,-4,-4,714,250,785,500,750,370,462,218,425,560,800,1105,1250,900,872,1107,1682
2723,290,-4,625,312,91,425,346,320,450,696,562,704,1500,1205,1353,1421,1597,1796,2310,2936,3278,3518
2724,-4,-4,335,335,342,392,-4,723,865,1121,1282,1573,1098,1282,1004,1865,2243,2243,4895,3205,9615,9890
2725,-4,-4,-4,335,335,335,425,581,745,894,1053,940,1022,1201,1175,1239,725,1000,691,800,1038,1000
2726,-4,-4,-4,-4,-4,-4,-4,-4,-4,1602,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2727,-4,-4,-4,335,103,350,516,560,659,697,576,666,671,718,1009,1105,1298,1682,1634,843,-5,1468
2728,444,550,576,715,900,681,863,516,576,769,641,285,773,320,1153,917,1044,1328,1460,1923,1923,1762
2729,-4,-4,42,225,225,225,145,339,350,350,375,400,-4,425,125,166,264,-4,650,588,690,765
2730,-4,325,335,380,336,390,560,576,625,601,824,1032,1050,1136,1538,1040,1175,889,2067,2500,1000,1645
2731,-4,-4,-4,335,300,400,400,335,300,350,465,697,523,697,784,813,807,604,845,454,5,8
2732,-4,-4,-4,530,-4,-4,560,735,641,827,894,28,801,850,875,900,975,1030,1204,1390,1604,1762
2733,437,325,240,375,375,368,406,400,833,657,780,625,650,750,666,800,683,1250,1000,1056,1165,1100
2734,437,437,-4,-4,-4,-4,536,480,701,687,655,576,817,681,744,742,750,1250,-4,1350,870,1050
2735,250,366,472,480,521,543,730,632,576,485,568,576,592,617,744,777,805,817,1100,1104,1275,1400
2736,-4,-4,245,375,335,445,360,400,400,602,900,625,471,500,650,750,911,650,1200,1200,1200,1300
2737,-4,-4,-4,-4,-4,-4,-4,470,406,900,934,1200,1368,1423,1550,1615,1765,1818,1818,2500,2215,2320
2738,144,325,307,450,510,335,-4,-4,-4,-4,-4,857,848,848,865,922,1009,1033,1106,2790,1201,1250
2739,-4,-4,-4,-4,335,350,405,500,725,500,590,640,690,1215,1682,1562,1642,2280,2527,2056,2403,2514
2740,-4,-4,-4,-4,-4,-4,-4,-4,817,961,1134,1394,900,1264,1346,1490,1682,1778,1837,4186,2067,2187
2741,400,427,457,482,521,525,600,625,721,841,865,865,913,931,1057,917,1020,-5,1100,1130,-5,-5
2742,333,350,384,384,443,450,480,456,430,-4,655,639,754,824,865,913,1087,-5,1455,1625,-5,-5
2743,265,-4,-4,-4,-4,200,-4,-4,320,360,500,334,428,-4,-4,-4,500,635,640,625,800,43
2744,-4,-4,-4,-4,-4,-4,-4,345,-4,335,-4,-4,425,375,-4,550,575,714,714,703,1923,2643
2745,462,550,600,600,650,675,700,730,785,800,865,913,865,865,875,915,950,961,1000,1201,1325,1400
2746,300,325,355,370,370,380,390,454,500,750,800,961,875,875,900,1057,1000,1062,1225,1442,1442,1442
2747,-4,410,445,370,440,450,-5,528,545,570,570,584,605,-4,1779,697,740,446,2050,634,747,718
2748,314,313,348,419,421,461,461,384,437,519,523,687,721,769,817,865,913,1201,1230,1778,1875,1282
2749,285,-4,400,-5,-4,350,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5
2750,300,-4,-4,666,450,500,422,550,400,635,1039,801,1394,1394,1442,1519,650,750,850,1020,1200,1400
2751,437,511,604,658,691,581,633,673,865,825,900,1009,893,933,1250,1014,1094,1241,-5,-5,-5,-5
2752,320,58,377,375,375,412,400,540,400,450,575,650,650,650,-4,800,900,952,1071,1203,1294,1324
2753,-4,310,387,347,335,350,629,400,410,-4,-4,622,729,583,714,1306,1313,1027,1102,1349,1000,960
2754,-4,-4,-4,337,-4,224,345,250,875,1315,697,618,700,1111,978,1346,-5,-5,-5,-5,-5,-5
2755,-4,450,610,990,1370,1350,1215,1346,865,900,1100,1325,1325,1325,1405,1530,1000,1000,2777,1923,1495,-4
2756,-4,-4,-4,335,335,387,1072,1200,1410,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2757,-4,-4,-4,-4,300,-4,-4,-4,-4,-4,-4,380,335,425,450,-4,-4,600,-4,-5,-4,-5
2758,-4,-4,-4,600,-4,-4,-4,-4,-4,385,335,-5,-5,-4,-4,426,575,617,875,865,-5,-5
2759,-4,-4,-4,558,335,750,444,450,-5,600,675,675,700,725,747,800,900,1289,1072,1346,1653,1333
2760,187,-4,-4,412,400,350,815,400,550,750,666,700,928,812,795,795,1071,1180,1357,1486,1250,1666
2761,-4,450,1130,498,535,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2762,200,315,290,390,325,325,327,385,288,450,450,425,400,450,384,525,550,812,830,500,875,-4
2763,500,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2764,200,287,328,340,280,244,287,255,287,500,500,714,555,550,600,625,750,740,750,881,675,830
2765,-4,-4,-4,900,500,325,575,-4,-4,340,1023,855,1000,1080,1337,1424,2307,3125,2467,2612,3269,3461
2766,-4,-4,-4,541,625,476,600,650,400,583,511,721,825,858,961,1046,10500,1356,-4,-4,-4,-4
2767,-4,-4,-4,250,250,328,575,358,640,375,450,600,832,855,853,917,1042,1097,1307,1538,1546,1788
2768,252,451,-4,360,-4,418,585,600,1800,1400,1495,1700,1400,1585,1266,1703,1967,2001,1800,1858,-5,1950
2769,-4,-4,-4,-4,-4,-4,-4,-4,50,62,-4,-4,-4,-4,-4,-4,302,369,336,515,581,600
2770,285,-4,315,335,400,944,1009,1105,1071,1009,1121,1109,1330,1184,1232,1586,1467,1792,1776,1910,1970,2150
2771,-4,290,-4,335,365,335,335,335,-5,335,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,625,870
2772,-4,-4,-4,287,500,335,335,500,700,800,924,1300,1682,1040,1538,1605,843,549,650,800,755,1028
2773,277,266,-4,333,328,335,400,287,500,723,625,725,750,725,769,813,800,1000,913,1009,1200,1057
2774,750,400,1025,1145,1350,800,1145,1145,1153,1145,1215,1300,1275,1450,1540,1380,1009,1442,1878,2190,2283,2185
2775,-4,-4,-4,-4,116,-4,500,594,600,665,650,777,745,825,1000,1050,694,841,1500,1450,1550,937
2776,-4,-4,-4,232,400,-4,-4,-4,-4,-4,-4,760,774,944,1381,1518,1744,2906,2034,1373,2403,2721
2777,-4,-5,500,-4,383,290,553,687,1190,-4,-5,1400,1000,1500,1000,600,1048,1428,1000,1700,-4,961
2778,-4,-5,-4,-4,-4,125,177,19,429,250,355,465,-4,-4,-4,-4,-4,-4,690,-4,-4,625
2779,232,500,464,654,1384,630,754,600,673,437,575,774,850,960,1016,1050,5400,1250,1068,961,1282,-5
2780,160,-4,-4,325,-4,750,375,250,480,400,435,722,566,583,550,692,1000,1000,658,1538,1181,1200
2781,-4,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-4,374,86,203,247,261,290,700,769,865
2782,397,-5,-5,-5,-5,400,335,576,576,440,500,550,500,-4,613,1500,740,-5,1000,-4,-5,-5
2783,-4,133,892,1011,700,387,900,400,900,-4,833,428,-4,-4,934,1923,2071,1041,1923,-4,1373,-4
2784,-4,-4,335,373,400,335,430,360,390,415,430,435,545,425,-4,621,802,858,910,920,-4,-4
2785,290,-4,-4,309,400,350,-4,-4,440,-4,337,337,337,337,337,375,266,250,650,537,673,950
2786,-4,833,66,100,515,500,300,884,1666,800,885,94500,900,885,1100,1500,1750,-5,1050,3000,961,-5
2787,-4,-4,-4,450,-4,-4,-4,-4,-4,-5,803,900,953,987,1000,1043,650,797,1000,1105,1153,-5
2788,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2789,-4,-4,401,542,651,555,746,780,697,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2790,-4,114,368,412,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,675,1312,735,-5,-5,-5
2791,-4,250,500,250,375,465,583,1150,500,1250,-4,1300,1300,1309,1602,1410,-5,1982,1785,1337,2194,-5
2792,-4,-4,-4,250,-4,-4,110,350,-4,400,453,510,511,438,515,563,592,639,639,511,-4,-4
2793,-4,-4,287,1225,490,400,-4,400,375,500,562,562,562,600,700,948,625,600,700,-5,-5,-5
2794,214,-4,-4,365,695,400,335,645,645,635,500,950,540,620,550,600,800,900,1100,1545,1100,1200
2795,-4,250,-4,-4,1300,62,335,335,-4,350,335,-4,525,-4,-4,625,435,825,810,256,777,1923
2796,-4,-4,-4,-4,-4,320,400,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2797,-4,400,700,450,375,400,480,600,1201,975,1346,940,1300,1200,1475,1250,1400,1000,1100,1750,2500,1333
2798,-4,212,307,355,357,355,425,355,355,355,562,500,687,750,812,812,812,812,1000,1000,1000,1000
2799,-4,320,269,282,458,212,325,420,-4,500,450,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2800,-4,-4,-4,511,400,1000,921,1318,1167,1329,1296,1469,1476,1866,1406,184,1986,2269,3321,5016,64,1230
2801,207,275,398,444,432,470,543,520,668,732,811,1105,2199,1153,1346,-4,1490,1682,1826,1923,2163,2331
2802,-4,-4,285,450,725,600,1166,641,640,1065,1065,1395,1463,1590,1600,1700,1810,2518,2000,2518,2200,2200
2803,-4,218,340,550,683,862,949,1013,1043,1074,1106,1150,1208,1292,1408,1450,1923,1778,2307,2183,-4,2788
2804,-4,-4,-4,335,373,385,335,-4,735,1201,1405,1346,1418,-4,1710,2014,2259,2174,2355,2692,700,2879
2805,-4,-4,-4,400,335,335,500,500,744,800,600,937,1201,1038,1254,1201,1250,1700,-4,-4,-5,1838
2806,-4,-4,200,335,400,470,500,562,558,350,684,1200,1205,850,1400,1442,1440,1770,1322,1322,1394,1682
2807,-4,-4,-4,625,560,777,550,500,650,685,750,750,800,800,1000,750,714,1300,-5,1363,1395,5929
2808,-4,-4,-4,-4,-4,-4,-4,-4,440,335,355,45000,425,425,445,500,500,449,-4,-4,-4,263
2809,-4,333,-4,400,500,-4,-4,-4,400,625,500,700,-4,-4,-4,800,1201,2500,1538,1677,-4,1153
2810,-4,-4,347,375,400,295,486,456,436,494,1031,723,750,780,747,634,700,769,-4,-4,800,900
2811,-4,-4,-4,500,750,800,-4,425,528,476,749,865,825,800,889,1009,1105,961,1153,1100,965,1201
2812,-4,-4,-4,250,500,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2813,-4,270,335,760,644,689,726,697,841,727,820,1153,911,860,979,716,950,1634,1923,1850,2884,2222
2814,-4,300,-4,335,435,825,825,1057,1000,1250,1362,1487,2069,2222,2403,2500,3125,2500,3800,4086,5886,6730
2815,-4,-4,-4,335,335,467,437,615,833,590,681,818,818,681,750,840,812,-4,1250,1162,1511,1642
2816,-4,437,-4,-4,-4,745,950,995,1201,1015,1275,1400,1465,1525,2323,2884,1900,3365,2604,2622,2804,3583
2817,-4,-4,-4,-4,-4,-4,166,200,-4,-4,365,-4,-4,-4,-4,-4,475,-4,675,-4,-4,-4
2818,-4,-4,-4,-4,125,75,335,400,312,400,500,625,794,375,389,750,575,900,1268,1610,1490,3695
2819,-4,-4,-4,-4,-4,-4,-4,360,288,395,400,440,480,485,415,515,675,735,-5,-5,1100,-4
2820,-4,-4,-5,915,-5,965,833,535,937,900,500,-5,1250,975,1275,1275,1400,1500,1550,1850,-5,2000
2821,310,310,660,1155,970,1325,1600,1300,-5,1600,-5,1050,800,1425,1400,-4,2100,-5,-5,-5,2378,3028
2822,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2823,325,325,345,450,573,609,690,1000,650,1333,1000,715,1200,760,1000,245,700,700,2235,2019,-5,2850
2824,-4,310,-4,335,400,360,400,425,619,837,1088,1123,1252,1260,-4,-4,1900,2065,-5,-5,-5,-5
2825,-4,-4,305,375,335,340,400,435,589,829,875,1123,750,885,925,500,480,500,1550,-5,-5,-5
2826,357,291,335,453,352,433,611,581,400,850,430,203,-4,-4,-4,480,550,-4,-4,-4,-4,-4
2827,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2828,-4,-4,-4,-4,-4,-4,400,-4,-4,835,500,650,650,222,558,713,968,600,700,714,927,1090
2829,-4,290,310,335,335,-4,-4,610,590,653,869,1201,1400,-4,-4,-4,466,1490,-4,-4,-4,1653
2830,133,-4,-4,350,345,845,-4,600,1000,1000,-5,-5,-5,-5,1000,800,600,700,950,820,1125,1700
2831,326,390,1333,666,432,200,437,1184,888,1046,2857,2500,1041,921,1000,-4,600,900,1366,2000,1666,393
2832,-4,-4,-4,335,707,355,1118,500,600,1112,2170,2856,1201,1346,1392,1312,1379,1600,-4,753,-5,2307
2833,550,695,790,800,875,1002,935,1022,1057,940,1050,1125,1201,1125,1055,1187,1055,1778,-4,2884,-5,-5
2834,266,400,500,150,466,150,171,500,600,540,700,700,700,800,800,800,875,1000,-4,1500,-5,-5
2835,-4,375,421,600,511,631,375,485,591,790,815,910,-5,-4,800,975,1310,1550,-5,-5,-5,-5
2836,390,535,697,667,475,208,800,1375,1000,1333,961,699,461,705,1185,1282,1648,2660,1000,-5,-5,-5
2837,-4,-4,-4,350,350,337,375,427,725,625,750,800,950,1150,910,1500,1000,1000,1250,2500,2500,-5
2838,-4,-4,335,450,450,400,366,500,1030,500,1075,1300,1200,1730,1730,1792,1730,1730,1961,2649,2735,2784
2839,350,600,650,775,800,850,1000,1100,1057,1105,1201,1200,1200,1700,1682,1899,2019,2740,2788,2884,2777,5994
2840,-4,-4,335,335,514,565,599,704,700,1200,1158,1373,1479,1057,1346,1442,1980,2250,2722,4182,4867,4230
2841,9,566,684,869,900,1000,1089,1144,817,1237,1602,1602,1614,1687,2003,2000,2075,2223,2400,2800,2986,3200
2842,350,635,600,725,725,817,945,1000,699,1615,1392,1818,1666,1226,1454,1296,1600,1398,1682,2363,3146,3038
2843,-4,-4,350,350,400,450,709,861,950,1125,1155,1301,1442,1490,1695,1700,1538,-4,2167,-5,-5,-5
2844,-4,340,-4,375,1092,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2845,-4,250,200,400,-4,565,600,408,453,409,562,446,465,418,448,947,1692,2019,2609,2598,30,44
2846,125,300,400,-4,-4,600,-4,485,710,800,1200,1300,1400,1102,1373,1500,1442,1212,1538,-5,-5,-5
2847,100,125,400,450,321,450,812,-5,850,800,700,65000,625,961,1100,1057,1417,1098,1000,2288,1945,2307
2848,-4,-4,-4,500,335,729,961,1006,1105,1324,1367,1634,1730,1826,2031,1971,2163,2197,2500,6279,800,975
2849,-4,300,325,335,360,-4,1105,1105,1250,1260,1730,1634,2115,2307,2236,2291,2435,2307,1682,1282,2307,-4
2850,250,411,100,333,560,600,721,769,1201,1442,650,1923,1923,2692,1923,1282,2202,2717,3365,3990,4086,5048
2851,150,-4,335,340,278,350,355,699,1000,1201,1923,2307,2035,2185,2083,3384,5500,8391,8741,7517,19230,-4
2852,250,575,76,1276,833,1000,1100,711,1600,1300,-4,700,1000,2500,2500,1200,1400,1800,1800,1586,1375,1586
2853,-4,392,-4,-4,335,400,-4,700,750,800,1100,666,700,1028,1000,-4,700,1175,800,-5,-5,-5
2854,-4,-4,282,500,528,512,650,-4,-4,-4,-4,-4,-4,900,1044,1055,1225,1275,1367,1500,1600,1742
2855,100,197,250,520,735,266,663,375,280,687,382,620,-4,-4,-4,-4,700,750,1100,1000,-4,1041
2856,166,521,1228,714,800,800,942,666,1025,1166,1200,1367,1025,1442,1682,1826,761,1000,1000,1000,1000,-4
2857,289,436,576,721,975,608,846,1257,-5,1153,-5,-5,-5,1452,1196,1500,1485,1500,-5,-5,-5,-5
2858,-4,115,339,500,460,459,511,502,913,328,560,576,641,807,-4,865,865,2000,1197,-5,1648,2380
2859,208,310,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2860,-4,-4,-4,-4,335,335,335,642,908,945,961,1031,1075,1153,1153,1201,1518,1841,2435,1954,-5,-5
2861,-4,-4,300,665,741,952,410,1192,1076,1406,1223,1454,1807,2003,1730,2136,2884,-5,3476,3986,4585,4769
2862,-4,-4,260,119,640,335,600,625,-5,-5,-5,-5,-5,-5,-5,-5,1923,1500,-5,-5,-5,-5
2863,-4,-4,-4,335,355,355,650,700,875,1100,1250,1400,1540,1550,2163,1442,1690,1690,1690,1875,1960,1962
2864,-4,-4,-4,284,100,111,200,85,600,1000,463,675,675,700,-4,-4,-4,400,488,480,769,1057
2865,-4,350,335,350,350,375,416,450,487,625,682,780,820,825,855,857,1250,-4,-4,-4,-4,-4
2866,300,186,475,711,1000,998,1041,1514,1282,961,2500,1153,807,1615,1121,384,769,1508,1923,2243,3146,3698
2867,-4,-4,-4,350,375,520,387,611,600,750,697,1000,740,714,2000,1000,1000,-4,-4,-4,1100,800
2868,2335,80,650,57,805,961,1088,1322,1230,1709,1709,2000,1923,2564,2564,2153,1762,2115,2414,641,3076,2846
2869,-4,337,-4,66,666,642,625,657,856,1166,961,1132,1153,1538,1581,-4,-4,-4,-5,-5,-5,-5
2870,-4,421,633,1201,690,750,666,726,844,1227,1477,1538,1659,1709,1709,1807,1807,2132,2048,2239,3068,3205
2871,-4,375,300,350,500,550,750,750,800,1048,1410,-4,1000,1000,1442,1442,1648,2197,3296,3779,3846,4395
2872,340,240,511,692,846,1201,1110,1269,1623,1794,1807,1698,1834,2500,2272,2884,3846,4895,4487,7371,8974,16025
2873,-4,289,-4,428,281,375,425,-4,-4,-4,-4,1392,-4,891,923,975,1025,1615,2350,9294,1312,1228
2874,750,750,500,666,335,452,534,558,625,740,740,740,800,741,785,900,1075,1150,1300,1300,1200,1275
2875,-4,-4,501,-4,1000,1000,699,437,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2876,-4,-5,-4,-4,1140,-4,500,1038,961,1748,2307,2564,549,2243,2155,2800,3076,3434,724,-5,1086,2097
2877,314,450,649,625,750,1000,1033,2500,1750,1593,1586,1648,1500,1500,1333,2250,2585,3500,3021,3076,3076,2884
2878,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2879,-4,375,592,741,880,871,600,650,812,1129,1442,1648,1682,1868,1285,1648,2334,-5,-5,1700,1800,1837
2880,625,730,769,841,1100,1263,1373,600,1500,1346,1475,1538,1682,1706,1706,1923,1923,2307,3200,3000,-5,-5
2881,-4,-4,-4,642,500,600,523,769,1012,1250,1000,1000,-5,-5,-5,1500,1200,1666,1500,-5,1875,1875
2882,300,329,572,541,857,458,600,833,789,-5,-5,-5,700,700,865,800,1333,3250,-5,-5,-5,-5
2883,-4,-4,450,480,769,824,890,1153,-5,1053,-4,1758,1767,1754,2197,2142,2403,1686,-4,3461,769,1155
2884,-4,400,400,549,687,-4,1076,1041,1510,2435,2692,2756,2846,1785,1923,1923,-5,-5,-5,2307,2622,2846
2885,-4,-4,2142,1250,789,485,-4,-4,-4,-4,-4,-4,-4,700,1142,750,1200,1325,1450,1576,2151,2000
2886,325,-4,-5,350,500,500,750,840,-5,785,750,1111,1000,1000,450,1125,1000,1125,1000,-5,-5,-4
2887,-4,500,875,787,817,841,937,1009,1105,968,1017,1125,1100,1080,1100,600,700,750,1000,1373,1600,-5
2888,-4,300,325,1025,1135,260,800,1488,1425,1505,1121,-4,-5,2991,2500,2564,2884,8547,-5,-5,-5,-5
2889,-4,325,335,365,400,350,450,817,875,1057,1269,1756,1538,1586,1682,1778,2350,3605,3605,3632,4807,7211
2890,96,-4,450,-4,571,-5,-5,-5,-5,-5,-5,-5,-4,874,678,500,-5,-5,1925,-5,-5,-5
2891,301,362,500,525,571,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2892,-4,-4,-4,133,420,460,480,480,962,1081,800,1500,721,581,72,1200,1200,-4,-4,-4,-4,-4
2893,-4,-4,-4,784,533,1239,1346,1446,1519,2100,2307,2272,2884,2923,3153,3269,4153,4493,5307,5505,5907,6029
2894,400,-4,-4,450,-4,400,961,1121,1153,1538,1121,-5,2185,2500,2403,3485,3205,3525,10000,2991,2692,3488
2895,-4,-4,-4,345,300,600,-4,600,700,-4,-4,961,750,1201,1196,1923,2692,3461,5384,-4,5000,6730
2896,-4,-4,-4,342,750,653,1384,1769,2307,1802,1502,1923,2062,2083,2179,2657,3878,6993,5448,7122,9615,9615
2897,-4,-5,-5,-5,-5,-5,-5,-5,650,450,550,800,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
2898,-4,320,116,769,721,1800,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2899,-4,1000,-4,400,450,400,400,425,260,750,1181,1153,1634,1634,1634,1993,1201,961,3571,1400,1565,1675
2900,-4,-4,-4,799,900,1079,1079,1162,1461,1298,1643,2610,2307,2393,-4,-4,-4,-4,-4,-4,-4,2500
2901,290,-4,-4,395,673,755,846,1660,2307,2097,2750,2447,-4,-5,-5,4020,-5,-5,-5,-5,-5,-5
2902,375,550,500,625,813,1057,750,961,1105,1298,1211,1528,1586,1538,-4,500,384,1020,1225,1260,721,12
2903,-4,-4,-4,442,625,452,525,67,686,894,854,989,1050,1442,1303,1581,2094,2622,-5,-5,6410,-5
2904,-4,340,-4,337,335,-4,-4,400,500,500,562,1083,1324,1153,1346,1576,1692,2373,2564,2576,-4,-4
2905,360,450,437,475,750,961,1346,1586,1923,2403,1923,2097,3365,2884,2243,2724,-5,-5,-5,-5,-5,-5
2906,-4,280,-4,40,428,425,777,1209,1216,1884,2019,2051,2115,1500,-4,-4,3653,-5,-5,-5,-5,4086
2907,290,250,-4,-4,875,600,-5,1442,937,1282,1923,1538,1709,2307,2500,3461,4038,4807,3818,5000,4120,-5
2908,-4,320,491,833,900,1102,1111,1282,1367,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2909,-4,-4,-4,519,575,-4,673,777,5000,769,-4,-4,-4,-4,-4,-4,-4,1200,1500,-4,-4,-4
2910,100,-4,-4,104,350,335,335,335,769,716,1125,1111,1268,1586,1346,1442,1778,1709,1461,1555,1682,1682
2911,-4,-4,-4,-5,400,638,500,500,450,500,500,425,-4,2000,1000,1500,1571,1000,576,833,1500,1000
2912,-4,-4,-4,466,1050,1145,785,721,841,860,1081,1214,1033,1315,1375,1394,1500,1730,-5,897,673,7
2913,-4,-4,-4,381,750,471,666,721,1009,1155,650,2000,866,1125,1000,1111,1300,1750,-5,-5,-4,1750
2914,-4,-4,625,972,1290,1169,1228,785,1201,1098,1263,-4,-5,-5,1175,1333,1201,1400,1,1373,-5,443
2915,-4,1000,888,1500,750,1250,2000,1666,2000,3333,948,1,1282,1304,1115,4750,4600,2500,4195,2115,24,3321
